file,fname,arg_types,ret_type
'purrr::pmap','data.frame',"'v<integer>','v<integer>','v<character>'",'list',
'purrr::map_dbl','list',"'NULL','integer'",'list',
'purrr::pluck_exists','list',"'character','list'",'list',
'purrr::pluck_exists','list',"'double','function'",'list',
'purrr::lift_lv','c',"'v<integer>','logical','double'",'v<double>',
'purrr::lift_lv','list',"'v<double>','logical','double'",'list',
'purrr::splice','list',"'list','v<character>'",'list',
'purrr::splice','c',"'list','v<character>'",'list',
'purrr::imodify','sample',"'v<logical>','double','logical'",'v<logical>',
'purrr::imodify','list',"'v<logical>','v<integer>'",'list',
'purrr::imodify','as.integer',"'v<double>'",'v<integer>',
'purrr::imap_dbl','paste',"'integer','integer'",'character',
'purrr::imap_dbl','paste0',"'integer','character','integer'",'character',
'purrr::imap_dbl','cat',"'character','character','double','character','character'",'NULL',
'purrr::list_assign','list',"'v<integer>','double','list'",'list',
'purrr::list_assign','list',"'double','list','double'",'list',
'purrr::lmap_at','list',"'v<integer>','v<character>','v<integer>','character'",'list',
'purrr::lmap_at','paste0',"'character','integer'",'character',
'purrr::lmap_at','is.character',"'v<integer>'",'logical',
'purrr::as_mapper','list',"'double','character','double'",'list',
'purrr::reduce','*',"'integer','integer'",'integer',
'purrr::reduce','list',"'list','integer'",'list',
'purrr::reduce','list',"'integer','list'",'list',
'purrr::reduce','paste',"'v<double>','v<double>','v<double>'",'v<character>',
'purrr::reduce','paste',"'v<character>','v<double>','v<double>'",'v<character>',
'purrr::has_element','list',"'v<integer>','double','double'",'list',
'purrr::map_depth','paste',"'integer','integer','character'",'character',
'purrr::every','is.numeric',"'v<integer>'",'logical',
'purrr::every','is.numeric',"'double'",'logical',
'purrr::every','is.integer',"'v<integer>'",'logical',
'purrr::every','is.character',"'double'",'logical',
'purrr::map_if','is.numeric',"'integer'",'logical',
'purrr::cross','>=',"'integer','integer'",'logical',
'purrr::cross','setNames',"'list','v<character>'",'list',
'purrr::list_along','seq_along',"'v<integer>'",'v<integer>',
'purrr::list_simplify','list',"'double','double','v<integer>'",'list',
'purrr::list_simplify','list',"'double','double','character'",'list',
'purrr::negate','list',"'v<integer>','v<logical>','v<character>'",'list',
'purrr::negate','is.numeric',"'v<logical>'",'logical',
'purrr::negate','is.numeric',"'v<character>'",'logical',
'purrr::modify_tree','list',"'v<integer>','list','list'",'list',
'purrr::modify_tree','order',"'character'",'integer',
'purrr::modify_tree','is.null',"'v<character>'",'logical',
'purrr::modify_tree','order',"'v<character>'",'v<integer>',
'purrr::list_flatten','list',"'double','double','double','double','double'",'list',
'purrr::list_flatten','list',"'double','list','double','list'",'list',
'tibble::deframe','list',"'double','v<integer>','v<integer>'",'list',
'tibble::lst','list',"'double','call'",'list',
'magrittr::%>%','%>%',"'list','function'",'list',
'magrittr::%>%','%>%',"'list','double'",'list',
'magrittr::%>%','%>%',"'character','character'",'character',
'magrittr::%>%','paste0',"'character'",'character',
'magrittr::%>%','%>%',"'v<integer>','character'",'v<character>',
'magrittr::%>%','min',"'integer'",'double',
'magrittr::%>%','max',"'integer'",'double',
'magrittr::%>%','%>%',"'v<double>','v<double>'",'v<double>',
'magrittr::%>%','%>%',"'v<double>','function'",'v<double>',
'magrittr::%>%','sample',"'v<integer>','double'",'integer',
'magrittr::%>%','head',"'integer','integer'",'integer',
'magrittr::%>%','tail',"'integer','integer'",'integer',
'readr::read_delim','vapply',"'v<character>','function','character'",'v<character>',
'readr::read_lines','rownames',"'list'",'NULL',
'readr::type_convert','data.frame',"'v<character>','v<character>','logical'",'list',
'forcats::fct_relabel','paste0',"'character','v<double>'",'v<character>',
'forcats::fct_relevel','lapply',"'list','function','character','double'",'list',
'forcats::fct_anon','%>%',"'integer','integer'",'integer',
'forcats::fct_c','c',"'integer','integer','integer'",'integer',
'forcats::fct_c','list',"'integer','integer','integer'",'list',
'forcats::fct_na_level_to_value','c',"'character','character','logical','character','character','logical'",'v<character>',
'forcats::as_factor','as.factor',"'v<character>'",'integer',
'forcats::fct_reorder','+',"'list','list'",'list',
'forcats::fct_explicit_na','c',"'character','character','logical','logical','character','character','logical','character','character','character','character'",'v<character>',
'/files/runnable/projects/figshare/35/Fulton_absentee.R','c',"'character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character'",'v<character>',
'/files/runnable/projects/figshare/35/Fulton_absentee.R','c',"'double','integer','integer','integer'",'v<double>',
'/files/runnable/projects/statistical/10/R replication code.R','==',"'v<integer>','character'",'v<logical>',
'/files/runnable/projects/statistical/10/R replication code.R','list',"'v<integer>','v<integer>','double'",'list',
'/files/runnable/projects/statistical/10/R replication code.R','print',"'jmcmMod'",'jmcmMod',
'/files/runnable/projects/statistical/10/R replication code.R','typeof',"'jmcmMod'",'character',
'/files/runnable/projects/statistical/10/R replication code.R','list',"'v<double>','v<double>','v<double>','v<double>','v<double>','v<double>','v<double>','v<double>','v<double>','v<double>','v<double>'",'list',
'/files/runnable/projects/statistical/10/R replication code.R','list',"'jmcmMod','double'",'list',
'/files/runnable/projects/statistical/10/R replication code.R','sapply',"'v<character>','function','logical'",'list',
'/files/runnable/projects/statistical/10/R replication code.R','c',"'v<double>','double','v<double>'",'v<double>',
'/files/runnable/projects/statistical/10/R replication code.R','list',"'double','v<integer>','v<double>'",'list',
'/files/runnable/projects/statistical/10/R replication code.R','list',"'double','v<integer>','v<double>','v<double>','v<integer>'",'list',
'/files/runnable/projects/statistical/12/R example code from the paper.R','typeof',"'v<double>'",'character',
'/files/runnable/projects/statistical/2/R replication code.R','list',"'v<integer>','v<double>','v<double>','v<integer>'",'list',
'/files/runnable/projects/statistical/2/R replication code.R','list',"'v<integer>','v<double>','v<double>'",'list',
'/files/runnable/projects/statistical/2/R replication code.R','*',"'v<logical>','double'",'v<double>',
'/files/runnable/projects/statistical/2/R replication code.R','tapply',"'v<integer>','v<integer>','integer'",'integer',
'/files/runnable/projects/statistical/2/R replication code.R','names',"'integer'",'character',
'/files/runnable/projects/statistical/2/R replication code.R','%in%',"'v<integer>','character'",'v<logical>',
'/files/runnable/projects/statistical/2/R replication code.R','rbind',"'list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list'",'list',
'/files/runnable/projects/statistical/2/R replication code.R','list',"'v<double>','NULL'",'list',
'/files/runnable/projects/statistical/2/R replication code.R','list',"'double','NULL'",'list',
'/files/runnable/projects/statistical/2/R replication code.R','is.matrix',"'v<double>'",'logical',
'/files/runnable/projects/statistical/2/R replication code.R','tapply',"'v<double>','v<integer>','integer'",'double',
'/files/runnable/projects/zenodo/103/correcting_MO2-2.R','read.table',"'character','double'",'list',
'/files/runnable/projects/zenodo/103/correcting_MO2-2.R','tail',"'list'",'list',
'/files/runnable/projects/zenodo/103/correcting_MO2-2.R','paste',"'v<character>','v<character>','character'",'v<character>',
'/files/runnable/projects/zenodo/105/vabbshw_merge.R','read.csv',"'character','character','logical'",'list',
'/files/runnable/projects/zenodo/105/vabbshw_merge.R','merge',"'list','list','character','logical'",'list',
'/files/runnable/projects/zenodo/105/vabbshw_merge.R','merge',"'list','list','character'",'list',
'/files/runnable/projects/zenodo/108/filedrawer.R','as.matrix',"'integer'",'integer',
'/files/runnable/projects/zenodo/108/filedrawer.R','as.numeric',"'v<logical>'",'v<double>',
'/files/runnable/projects/zenodo/117/reproducing_calculations.R','read.csv',"'character','logical','double','logical'",'list',
'/files/runnable/projects/zenodo/117/reproducing_calculations.R','==',"'NULL','v<character>'",'logical',
'/files/runnable/projects/zenodo/117/reproducing_calculations.R','typeof',"'v<character>'",'character',
'/files/runnable/projects/zenodo/117/reproducing_calculations.R','c',"'v<character>','v<character>','v<character>','v<character>'",'v<character>',
'/files/runnable/projects/zenodo/117/reproducing_calculations.R','*',"'list','list'",'list',
'/files/runnable/projects/zenodo/117/reproducing_calculations.R','seq',"'double','integer'",'v<integer>',
'/files/runnable/projects/zenodo/117/reproducing_calculations.R','c',"'NULL','integer'",'integer',
'/files/runnable/projects/zenodo/118/RScript_Analysis_NoObsBias.R','cbind',"'list','v<double>','v<double>'",'list',
'/files/runnable/projects/zenodo/13/FissionFusionRate.R','/',"'v<integer>','v<integer>'",'v<double>',
'/files/runnable/projects/zenodo/15/Dmel Activity and Aggregation.R','c',"'integer','double','double'",'v<double>',
'/files/runnable/projects/zenodo/151/pca-intervals_sam.R','read.csv',"'character','double','logical','character'",'list',
'/files/runnable/projects/zenodo/160/10.survival_analysis_k100.R','data.frame',"'double','double','list'",'list',
'/files/runnable/projects/zenodo/160/10.survival_analysis_k100.R','rbind',"'list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list'",'list',
'/files/runnable/projects/zenodo/166/Vaziri_etal_2018_activity_fig.R','list',"'v<character>','v<double>'",'list',
'/files/runnable/projects/zenodo/166/Vaziri_etal_2018_activity_fig.R','mean',"'v<double>','v<double>'",'double',
'/files/runnable/projects/zenodo/166/Vaziri_etal_2018_activity_fig.R','rep',"'v<character>','integer'",'v<character>',
'/files/runnable/projects/zenodo/166/Vaziri_etal_2018_activity_fig.R','data.frame',"'v<double>','v<double>','v<double>','v<character>'",'list',
'/files/runnable/projects/zenodo/180/Fig_3-6_setup.R','==',"'NULL','character'",'logical',
'/files/runnable/projects/zenodo/180/SoilPase_Fig_AGB_AGR.R','==',"'NULL','double'",'logical',
'/files/runnable/projects/zenodo/180/SoilPase_Fig_Pase_x_TRT_Ndfa.R','cbind',"'list','list'",'list',
'/files/runnable/projects/zenodo/180/SoilPase_Fig_Pase_x_TRT_Ndfa.R','min',"'v<double>','logical'",'double',
'/files/runnable/projects/zenodo/180/SoilPase_Fig_Pase_x_TRT_Ndfa.R','max',"'v<double>','logical'",'double',
'/files/runnable/projects/zenodo/184/06_ScholExplorer_harvest_Flemish_universities.R','read.table',"'character','logical','character','character','logical','character','character','NULL','logical','logical','character','logical'",'list',
'/files/runnable/projects/zenodo/195/comparativegreetings-analysis(1).R','read.table',"'character','logical','character'",'list',
'/files/runnable/projects/zenodo/195/comparativegreetings-analysis(1).R','list',"'character','logical','logical'",'list',
'/files/runnable/projects/zenodo/195/comparativegreetings-analysis(1).R','list',"'v<integer>','v<character>','v<integer>','v<double>','v<double>','v<integer>','v<integer>','v<double>','v<character>','v<character>'",'list',
'/files/runnable/projects/zenodo/195/comparativegreetings-analysis(1).R','list',"'v<integer>','v<character>','v<integer>','v<double>','v<double>','v<integer>','v<integer>','v<double>'",'list',
'/files/runnable/projects/zenodo/195/comparativegreetings-analysis(1).R','list',"'v<integer>','v<character>','v<integer>','v<double>','v<double>','v<character>'",'list',
'/files/runnable/projects/zenodo/195/comparativegreetings-analysis(1).R','list',"'v<integer>','v<character>','v<character>','v<integer>','v<double>','v<double>','v<character>'",'list',
'/files/runnable/projects/zenodo/195/comparativegreetings-analysis(1).R','anova',"'glmerMod','glmerMod','character'",'list',
'/files/runnable/projects/zenodo/195/comparativegreetings-analysis(1).R','list',"'v<integer>','v<character>','v<integer>','v<double>','v<double>','v<integer>','v<double>','v<character>','v<character>'",'list',
'/files/runnable/projects/zenodo/195/comparativegreetings-analysis(1).R','list',"'v<integer>','v<character>','v<integer>','v<double>','v<double>','v<integer>','v<double>'",'list',
'/files/runnable/projects/zenodo/195/comparativegreetings-analysis(1).R','list',"'v<integer>','v<character>','v<integer>','v<double>','v<integer>','v<integer>','v<double>','v<character>','v<double>','v<character>'",'list',
'/files/runnable/projects/zenodo/195/comparativegreetings-analysis(1).R','list',"'v<integer>','v<character>','v<integer>','v<double>','v<integer>','v<integer>','v<double>'",'list',
'/files/runnable/projects/zenodo/195/comparativegreetings-analysis(1).R','list',"'v<integer>','v<character>','v<integer>','v<double>','v<double>','v<integer>','v<integer>','v<character>','v<character>'",'list',
'/files/runnable/projects/zenodo/195/comparativegreetings-analysis(1).R','list',"'v<integer>','v<character>','v<integer>','v<double>','v<double>','v<integer>','v<integer>'",'list',
'/files/runnable/projects/zenodo/195/comparativegreetings-analysis(1).R','summary',"'glmerMod'",'list',
'/files/runnable/projects/zenodo/195/comparativegreetings-analysis(1).R','anova',"'glmerMod','glmerMod'",'list',
'/files/runnable/projects/zenodo/26/Box_3_Honeybee_Example_NBDA_Code.R','array',"'logical','v<double>'",'logical',
'/files/runnable/projects/zenodo/26/Box_3_Honeybee_Example_NBDA_Code.R','data.frame',"'v<double>','v<character>','v<double>','v<double>','v<double>','v<double>','v<double>'",'list',
'/files/runnable/projects/zenodo/26/NBDA_Tutorial_1_fitting_OADA_models.R','c',"'double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double'",'v<double>',
'/files/runnable/projects/zenodo/26/NBDA_Tutorial_1_fitting_OADA_models.R','data.frame',"'character','double','double'",'list',
'/files/runnable/projects/zenodo/3/main-analyses.R','is.factor',"'v<character>'",'logical',
'/files/runnable/projects/zenodo/41/Statistical_analyses.R','list',"'v<double>','v<double>','v<double>','v<double>','v<double>','integer','v<double>'",'list',
'/files/runnable/projects/zenodo/41/Statistical_analyses.R','glm',"'formula','list','character'",'list',
'/files/runnable/projects/zenodo/52/scaleAnalysis.R','predict',"'glmerMod'",'v<double>',
'/files/runnable/projects/zenodo/52/scaleAnalysis.R','rep',"'logical','integer'",'v<logical>',
'/files/runnable/projects/zenodo/52/scaleAnalysis.R','cov',"'v<double>','v<double>'",'double',
'/files/runnable/projects/zenodo/55/1DegreeMetrics.R','>=',"'double','double'",'v<logical>',
'/files/runnable/projects/zenodo/55/1DegreeMetrics.R','<=',"'double','double'",'v<logical>',
'/files/runnable/projects/zenodo/55/1DegreeMetrics.R','%in%',"'v<integer>','v<integer>'",'v<logical>',
'/files/runnable/projects/zenodo/55/1DegreeMetrics.R','max',"'integer'",'integer',
'/files/runnable/projects/zenodo/55/1DegreeMetrics.R','data.frame',"'character','double','integer','integer','integer'",'list',
'/files/runnable/projects/zenodo/55/1DegreeMetrics.R','rbind',"'list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list','list'",'list',
'/files/runnable/projects/zenodo/55/2RealDataModels.R','list',"'v<integer>','v<double>','v<character>'",'list',
'/files/runnable/projects/zenodo/55/4RandomizationTest.R','merge',"'list','list','character','double','logical','logical'",'list',
'/files/runnable/projects/zenodo/69/R_Code_all_weeks_all_phenotypes_for_object_effects.R','list',"'double','integer','integer'",'list',
'/files/runnable/projects/zenodo/73/R_script_Fig_3c_neurite_length.R','list',"'integer','v<character>','character','v<double>'",'list',
'/files/runnable/projects/zenodo/73/R_script_Fig_3c_neurite_length.R','is.null',"'v<double>'",'logical',
'/files/runnable/projects/zenodo/73/R_script_Fig_3c_neurite_length.R','list',"'v<double>','v<double>','v<double>','double'",'list',
'/files/runnable/projects/zenodo/73/R_script_Fig_3d_relative_to_TCP.R','list',"'v<double>','integer','v<character>'",'list',
'/files/runnable/projects/zenodo/73/R_script_Fig_3d_relative_to_TCP.R','list',"'v<character>','character','character','v<double>'",'list',
'/files/runnable/projects/zenodo/73/R_script_Fig_4d_4e_positive_cell_fraction.R','list',"'v<character>','character','v<double>'",'list',
'/files/runnable/projects/zenodo/73/R_script_Fig_4f_relative_to_TCP.R','list',"'v<character>','character','character'",'list',
'/files/runnable/projects/zenodo/73/R_script_Fig_5d_eccentricity.R','*',"'integer','v<double>'",'v<double>',
'/files/runnable/projects/zenodo/73/R_script_Fig_5d_eccentricity.R','-',"'v<integer>','v<double>'",'v<double>',
'/files/runnable/projects/zenodo/73/R_script_Fig_5e_cell_replication.R','aggregate',"'list','list','function'",'list',
'/files/runnable/projects/zenodo/73/R_script_Fig_5f_absolute_levels.R','paste',"'integer','v<character>'",'v<character>',
'/files/runnable/projects/zenodo/73/R_script_Fig_5f_absolute_levels.R','/',"'v<double>','double'",'double',
'/files/runnable/projects/zenodo/73/R_script_Fig_5f_absolute_levels.R','list',"'v<double>','v<character>','v<character>','v<character>'",'list',
'/files/runnable/projects/zenodo/73/R_script_Fig_5f_absolute_levels.R','list',"'logical','list'",'list',
'/files/runnable/projects/zenodo/74/Adult_towards_potentialEPoffspring.R','read.csv',"'character','logical','character'",'list',
'/files/runnable/projects/zenodo/74/Adult_towards_potentialEPoffspring.R','as.character',"'double'",'v<character>',
'/files/runnable/projects/zenodo/74/Adult_towards_potentialEPoffspring.R','%in%',"'v<character>','v<double>'",'v<logical>',
'/files/runnable/projects/zenodo/74/Adult_towards_potentialEPoffspring.R','min',"'v<double>','v<double>'",'double',
'/files/runnable/projects/zenodo/74/Adult_towards_potentialEPoffspring.R','%in%',"'v<character>','double'",'v<logical>',
'/files/runnable/projects/zenodo/74/Adult_towards_potentialEPoffspring.R','%in%',"'v<integer>','integer'",'v<logical>',
'/files/runnable/projects/zenodo/74/Adult_towards_potentialEPoffspring.R','min',"'double','v<double>'",'double',
'/files/runnable/projects/zenodo/74/Adult_towards_potentialEPoffspring.R','%in%',"'double','double'",'logical',
'/files/runnable/projects/zenodo/74/Adult_towards_potentialEPoffspring.R','%in%',"'double','v<double>'",'logical',
'/files/runnable/projects/zenodo/74/Figure3a_Adult_towards_OwnSocialOffspring.R','%in%',"'v<integer>','v<character>'",'v<logical>',
'/files/runnable/projects/zenodo/74/Figure3a_Adult_towards_OwnSocialOffspring.R','list',"'v<double>','v<double>','v<integer>','v<integer>'",'list',
'/files/runnable/projects/zenodo/74/Figure3a_Adult_towards_OwnSocialOffspring.R','predict',"'glmerMod','list','character','formula'",'v<double>',
'/files/runnable/projects/zenodo/74/Figure3a_Adult_towards_OwnSocialOffspring.R','sapply',"'double','function'",'v<double>',
'/files/runnable/projects/zenodo/74/Figure3a_Adult_towards_OwnSocialOffspring.R','sample',"'v<integer>','integer','logical'",'v<integer>',
'/files/runnable/projects/zenodo/74/Figure3a_Adult_towards_OwnSocialOffspring.R','is.null',"'glmerMod'",'logical',
'/files/runnable/projects/zenodo/74/Figure3a_Adult_towards_OwnSocialOffspring.R','data.frame',"'v<double>','v<double>','double'",'list',
'/files/runnable/projects/zenodo/74/Figure3a_Adult_towards_OwnSocialOffspring.R','c',"'NULL','character'",'character',
'/files/runnable/projects/zenodo/74/Figure3b_Adult_towards_GeneticOffspring.R','data.frame',"'v<integer>','v<character>'",'list',
'/files/runnable/projects/zenodo/74/Figure3b_Adult_towards_GeneticOffspring.R','min',"'NULL'",'double',
'/files/runnable/projects/zenodo/74/Figure3b_Adult_towards_GeneticOffspring.R','max',"'NULL'",'double',
'/files/runnable/projects/zenodo/74/Figure3b_Adult_towards_GeneticOffspring.R','data.frame',"'v<integer>','v<integer>','v<integer>','v<double>','v<double>'",'list',
'/files/runnable/projects/zenodo/74/Figure4b_Adult_towards_BeggingNonOffspring.R','>',"'v<integer>','v<integer>'",'v<logical>',
'/files/runnable/projects/zenodo/83/Marie-Orleach.et.al_R.SCRIPT_MAIN.R','data.frame',"'double','double','double','double','double','double','double','double','double','double','double','double','double'",'list',
'/files/runnable/projects/zenodo/83/Marie-Orleach.et.al_R.SCRIPT_MAIN.R','match',"'v<integer>','v<integer>'",'v<integer>',
'/files/runnable/projects/zenodo/83/Marie-Orleach.et.al_R.SCRIPT_MAIN.R','data.frame',"'double','double','double','double','double'",'list',
'/files/runnable/projects/zenodo/9/plutniak2021.R','list',"'v<character>','v<character>','v<character>','v<character>','v<character>','v<character>'",'list',
